Year,Month,Item,Quantity,Unit
1996,January,Crude Throughput,523324,Barrels/Day
1996,January,Oil Products Production,538853,Barrels/Day
1996,January,Oil Products Import,153974,Barrels/Day
1996,January,Oil Products Supply,692827,Barrels/Day
1996,January,Oil Products Consumption,687039,Barrels/Day
1996,January,Mogas Consumption,107661,Barrels/Day
1996,January,Diesel Oil Consumption,270414,Barrels/Day
1996,January,Others Consumption,308963,Barrels/Day
1996,January,Oil Products Export,16022,Barrels/Day
1996,January,Oil Products Demand,703061,Barrels/Day
1996,February,Crude Production,55301,Barrels/Day
1996,February,Crude Import,507249,Barrels/Day
1996,February,Crude Export,8383,Barrels/Day
1996,February,Crude Throughput,578498,Barrels/Day
1996,February,Oil Products Production,618367,Barrels/Day
1996,February,Oil Products Import,235885,Barrels/Day
1996,February,Oil Products Supply,854253,Barrels/Day
1996,February,Oil Products Consumption,760450,Barrels/Day
1996,February,Mogas Consumption,117574,Barrels/Day
1996,February,Diesel Oil Consumption,306235,Barrels/Day
1996,February,Others Consumption,336641,Barrels/Day
1996,February,Oil Products Export,44573,Barrels/Day
1996,February,Oil Products Demand,805024,Barrels/Day
1996,March,Crude Production,54621,Barrels/Day
1996,March,Crude Import,585581,Barrels/Day
1996,March,Crude Export,3798,Barrels/Day
1996,March,Crude Throughput,576758,Barrels/Day
1996,March,Oil Products Production,576032,Barrels/Day
1996,March,Oil Products Import,287798,Barrels/Day
1996,March,Oil Products Supply,863830,Barrels/Day
1996,March,Oil Products Consumption,739114,Barrels/Day
1996,March,Mogas Consumption,115282,Barrels/Day
1996,March,Diesel Oil Consumption,299169,Barrels/Day
1996,March,Others Consumption,324663,Barrels/Day
1996,March,Oil Products Export,53017,Barrels/Day
1996,March,Oil Products Demand,792132,Barrels/Day
1996,April,Crude Production,57029,Barrels/Day
1996,April,Crude Import,601033,Barrels/Day
1996,April,Crude Export,4297,Barrels/Day
1996,April,Crude Throughput,580725,Barrels/Day
1996,April,Oil Products Production,610828,Barrels/Day
1996,April,Oil Products Import,181507,Barrels/Day
1996,April,Oil Products Supply,792335,Barrels/Day
1996,April,Oil Products Consumption,734710,Barrels/Day
1996,April,Mogas Consumption,122198,Barrels/Day
1996,April,Diesel Oil Consumption,295549,Barrels/Day
1996,April,Others Consumption,316961,Barrels/Day
1996,April,Oil Products Export,20301,Barrels/Day
1996,April,Oil Products Demand,755012,Barrels/Day
1996,May,Crude Production,58852,Barrels/Day
1996,May,Crude Import,597981,Barrels/Day
1996,May,Crude Export,7288,Barrels/Day
1996,May,Crude Throughput,593798,Barrels/Day
1996,May,Oil Products Production,646491,Barrels/Day
1996,May,Oil Products Import,208512,Barrels/Day
1996,May,Oil Products Supply,855004,Barrels/Day
1996,May,Oil Products Consumption,741248,Barrels/Day
1996,May,Mogas Consumption,113209,Barrels/Day
1996,May,Diesel Oil Consumption,305230,Barrels/Day
1996,May,Others Consumption,322808,Barrels/Day
1996,May,Oil Products Export,52010,Barrels/Day
1996,May,Oil Products Demand,793258,Barrels/Day
1996,June,Crude Production,55347,Barrels/Day
1996,June,Crude Import,655044,Barrels/Day
1996,June,Crude Export,7873,Barrels/Day
1996,June,Crude Throughput,637923,Barrels/Day
1996,June,Oil Products Production,663562,Barrels/Day
1996,June,Oil Products Import,177777,Barrels/Day
1996,June,Oil Products Supply,841340,Barrels/Day
1996,June,Oil Products Consumption,752116,Barrels/Day
1996,June,Mogas Consumption,116244,Barrels/Day
1996,June,Diesel Oil Consumption,321517,Barrels/Day
1996,June,Others Consumption,314354,Barrels/Day
1996,June,Oil Products Export,64683,Barrels/Day
1996,June,Oil Products Demand,816800,Barrels/Day
1996,July,Crude Production,61222,Barrels/Day
1996,July,Crude Import,568127,Barrels/Day
1996,July,Crude Export,7857,Barrels/Day
1996,July,Crude Throughput,640282,Barrels/Day
1996,July,Oil Products Production,687078,Barrels/Day
1996,July,Oil Products Import,116843,Barrels/Day
1996,July,Oil Products Supply,803921,Barrels/Day
1996,July,Oil Products Consumption,736001,Barrels/Day
1996,July,Mogas Consumption,115710,Barrels/Day
1996,July,Diesel Oil Consumption,311147,Barrels/Day
1996,July,Others Consumption,309143,Barrels/Day
1996,July,Oil Products Export,85014,Barrels/Day
1996,July,Oil Products Demand,821015,Barrels/Day
1996,August,Crude Production,61645,Barrels/Day
1996,August,Crude Import,701283,Barrels/Day
1996,August,Crude Export,7913,Barrels/Day
1996,August,Crude Throughput,725493,Barrels/Day
1996,August,Oil Products Production,750493,Barrels/Day
1996,August,Oil Products Import,139063,Barrels/Day
1996,August,Oil Products Supply,889556,Barrels/Day
1996,August,Oil Products Consumption,728447,Barrels/Day
1996,August,Mogas Consumption,116497,Barrels/Day
1996,August,Diesel Oil Consumption,303439,Barrels/Day
1996,August,Others Consumption,308510,Barrels/Day
1996,August,Oil Products Export,67086,Barrels/Day
1996,August,Oil Products Demand,795534,Barrels/Day
1996,September,Crude Production,63367,Barrels/Day
1996,September,Crude Import,610785,Barrels/Day
1996,September,Crude Export,9665,Barrels/Day
1996,September,Crude Throughput,704807,Barrels/Day
1996,September,Oil Products Production,740419,Barrels/Day
1996,September,Oil Products Import,107929,Barrels/Day
1996,September,Oil Products Supply,848348,Barrels/Day
1996,September,Oil Products Consumption,710848,Barrels/Day
1996,September,Mogas Consumption,110834,Barrels/Day
1996,September,Diesel Oil Consumption,279690,Barrels/Day
1996,September,Others Consumption,320324,Barrels/Day
1996,September,Oil Products Export,118442,Barrels/Day
1996,September,Oil Products Demand,829290,Barrels/Day
1996,October,Crude Production,66192,Barrels/Day
1996,October,Crude Import,762952,Barrels/Day
1996,October,Crude Export,10501,Barrels/Day
1996,October,Crude Throughput,686651,Barrels/Day
1996,October,Oil Products Production,734044,Barrels/Day
1996,October,Oil Products Import,86446,Barrels/Day
1996,October,Oil Products Supply,820490,Barrels/Day
1996,October,Oil Products Consumption,712527,Barrels/Day
1996,October,Mogas Consumption,113581,Barrels/Day
1996,October,Diesel Oil Consumption,284481,Barrels/Day
1996,October,Others Consumption,314464,Barrels/Day
1996,October,Oil Products Export,130497,Barrels/Day
1996,October,Oil Products Demand,843025,Barrels/Day
1996,November,Crude Production,66177,Barrels/Day
1996,November,Crude Import,613631,Barrels/Day
1996,November,Crude Export,10922,Barrels/Day
1996,November,Crude Throughput,695393,Barrels/Day
1996,November,Oil Products Production,727995,Barrels/Day
1996,November,Oil Products Import,78988,Barrels/Day
1996,November,Oil Products Supply,806984,Barrels/Day
1996,November,Oil Products Consumption,715102,Barrels/Day
1996,November,Mogas Consumption,118852,Barrels/Day
1996,November,Diesel Oil Consumption,294141,Barrels/Day
1996,November,Others Consumption,302107,Barrels/Day
1996,November,Oil Products Export,89703,Barrels/Day
1996,November,Oil Products Demand,804805,Barrels/Day
1996,December,Crude Production,70492,Barrels/Day
1996,December,Crude Import,682845,Barrels/Day
1996,December,Crude Export,10813,Barrels/Day
1996,December,Crude Throughput,753335,Barrels/Day
1996,December,Oil Products Production,793394,Barrels/Day
1996,December,Oil Products Import,73654,Barrels/Day
1996,December,Oil Products Supply,867049,Barrels/Day
1996,December,Oil Products Consumption,738064,Barrels/Day
1996,December,Mogas Consumption,121573,Barrels/Day
1996,December,Diesel Oil Consumption,308420,Barrels/Day
1996,December,Others Consumption,308070,Barrels/Day
1996,December,Oil Products Export,158031,Barrels/Day
1996,December,Oil Products Demand,896095,Barrels/Day
1997,January,Crude Production,70291,Barrels/Day
1997,January,Crude Import,691485,Barrels/Day
1997,January,Crude Export,9486,Barrels/Day
1997,January,Crude Throughput,746200,Barrels/Day
1997,January,Oil Products Production,802458,Barrels/Day
1997,January,Oil Products Import,56758,Barrels/Day
1997,January,Oil Products Supply,859217,Barrels/Day
1997,January,Oil Products Consumption,774455,Barrels/Day
1997,January,Mogas Consumption,119708,Barrels/Day
1997,January,Diesel Oil Consumption,316570,Barrels/Day
1997,January,Others Consumption,338175,Barrels/Day
1997,January,Oil Products Export,112046,Barrels/Day
1997,January,Oil Products Demand,886502,Barrels/Day
1997,February,Crude Production,70907,Barrels/Day
1997,February,Crude Import,667586,Barrels/Day
1997,February,Crude Export,9320,Barrels/Day
1997,February,Crude Throughput,761968,Barrels/Day
1997,February,Oil Products Production,815650,Barrels/Day
1997,February,Oil Products Import,89157,Barrels/Day
1997,February,Oil Products Supply,904808,Barrels/Day
1997,February,Oil Products Consumption,801148,Barrels/Day
1997,February,Mogas Consumption,128044,Barrels/Day
1997,February,Diesel Oil Consumption,327473,Barrels/Day
1997,February,Others Consumption,345630,Barrels/Day
1997,February,Oil Products Export,118213,Barrels/Day
1997,February,Oil Products Demand,919361,Barrels/Day
1997,March,Crude Production,72554,Barrels/Day
1997,March,Crude Import,822410,Barrels/Day
1997,March,Crude Export,12231,Barrels/Day
1997,March,Crude Throughput,793872,Barrels/Day
1997,March,Oil Products Production,798711,Barrels/Day
1997,March,Oil Products Import,105258,Barrels/Day
1997,March,Oil Products Supply,903970,Barrels/Day
1997,March,Oil Products Consumption,864420,Barrels/Day
1997,March,Mogas Consumption,128466,Barrels/Day
1997,March,Diesel Oil Consumption,337555,Barrels/Day
1997,March,Others Consumption,398398,Barrels/Day
1997,March,Oil Products Export,57953,Barrels/Day
1997,March,Oil Products Demand,922373,Barrels/Day
1997,April,Crude Production,70077,Barrels/Day
1997,April,Crude Import,786653,Barrels/Day
1997,April,Crude Export,7535,Barrels/Day
1997,April,Crude Throughput,787480,Barrels/Day
1997,April,Oil Products Production,822912,Barrels/Day
1997,April,Oil Products Import,73299,Barrels/Day
1997,April,Oil Products Supply,896211,Barrels/Day
1997,April,Oil Products Consumption,835604,Barrels/Day
1997,April,Mogas Consumption,134088,Barrels/Day
1997,April,Diesel Oil Consumption,321033,Barrels/Day
1997,April,Others Consumption,380482,Barrels/Day
1997,April,Oil Products Export,89061,Barrels/Day
1997,April,Oil Products Demand,924666,Barrels/Day
1997,May,Crude Production,69938,Barrels/Day
1997,May,Crude Import,764109,Barrels/Day
1997,May,Crude Export,9867,Barrels/Day
1997,May,Crude Throughput,785698,Barrels/Day
1997,May,Oil Products Production,824651,Barrels/Day
1997,May,Oil Products Import,161456,Barrels/Day
1997,May,Oil Products Supply,986108,Barrels/Day
1997,May,Oil Products Consumption,869323,Barrels/Day
1997,May,Mogas Consumption,133524,Barrels/Day
1997,May,Diesel Oil Consumption,339795,Barrels/Day
1997,May,Others Consumption,396002,Barrels/Day
1997,May,Oil Products Export,84135,Barrels/Day
1997,May,Oil Products Demand,953458,Barrels/Day
1997,June,Crude Production,74031,Barrels/Day
1997,June,Crude Import,796374,Barrels/Day
1997,June,Crude Export,9622,Barrels/Day
1997,June,Crude Throughput,748675,Barrels/Day
1997,June,Oil Products Production,793065,Barrels/Day
1997,June,Oil Products Import,119632,Barrels/Day
1997,June,Oil Products Supply,912698,Barrels/Day
1997,June,Oil Products Consumption,860241,Barrels/Day
1997,June,Mogas Consumption,130743,Barrels/Day
1997,June,Diesel Oil Consumption,330425,Barrels/Day
1997,June,Others Consumption,399072,Barrels/Day
1997,June,Oil Products Export,73444,Barrels/Day
1997,June,Oil Products Demand,933686,Barrels/Day
1997,July,Crude Production,73603,Barrels/Day
1997,July,Crude Import,577434,Barrels/Day
1997,July,Crude Export,9465,Barrels/Day
1997,July,Crude Throughput,766776,Barrels/Day
1997,July,Oil Products Production,816860,Barrels/Day
1997,July,Oil Products Import,84768,Barrels/Day
1997,July,Oil Products Supply,901628,Barrels/Day
1997,July,Oil Products Consumption,837166,Barrels/Day
1997,July,Mogas Consumption,132854,Barrels/Day
1997,July,Diesel Oil Consumption,309493,Barrels/Day
1997,July,Others Consumption,394819,Barrels/Day
1997,July,Oil Products Export,64915,Barrels/Day
1997,July,Oil Products Demand,902081,Barrels/Day
1997,August,Crude Production,73955,Barrels/Day
1997,August,Crude Import,850050,Barrels/Day
1997,August,Crude Export,13010,Barrels/Day
1997,August,Crude Throughput,728279,Barrels/Day
1997,August,Oil Products Production,781319,Barrels/Day
1997,August,Oil Products Import,97616,Barrels/Day
1997,August,Oil Products Supply,878935,Barrels/Day
1997,August,Oil Products Consumption,787143,Barrels/Day
1997,August,Mogas Consumption,123877,Barrels/Day
1997,August,Diesel Oil Consumption,282036,Barrels/Day
1997,August,Others Consumption,381229,Barrels/Day
1997,August,Oil Products Export,83173,Barrels/Day
1997,August,Oil Products Demand,870317,Barrels/Day
1997,September,Crude Production,75126,Barrels/Day
1997,September,Crude Import,645402,Barrels/Day
1997,September,Crude Export,11308,Barrels/Day
1997,September,Crude Throughput,780802,Barrels/Day
1997,September,Oil Products Production,824020,Barrels/Day
1997,September,Oil Products Import,74382,Barrels/Day
1997,September,Oil Products Supply,898402,Barrels/Day
1997,September,Oil Products Consumption,755360,Barrels/Day
1997,September,Mogas Consumption,120168,Barrels/Day
1997,September,Diesel Oil Consumption,267388,Barrels/Day
1997,September,Others Consumption,367804,Barrels/Day
1997,September,Oil Products Export,96403,Barrels/Day
1997,September,Oil Products Demand,851764,Barrels/Day
1997,October,Crude Production,72663,Barrels/Day
1997,October,Crude Import,735355,Barrels/Day
1997,October,Crude Export,7974,Barrels/Day
1997,October,Crude Throughput,780110,Barrels/Day
1997,October,Oil Products Production,792200,Barrels/Day
1997,October,Oil Products Import,17037,Barrels/Day
1997,October,Oil Products Supply,809237,Barrels/Day
1997,October,Oil Products Consumption,752513,Barrels/Day
1997,October,Mogas Consumption,125265,Barrels/Day
1997,October,Diesel Oil Consumption,264724,Barrels/Day
1997,October,Others Consumption,362523,Barrels/Day
1997,October,Oil Products Export,134949,Barrels/Day
1997,October,Oil Products Demand,887463,Barrels/Day
1997,November,Crude Production,70439,Barrels/Day
1997,November,Crude Import,683732,Barrels/Day
1997,November,Crude Export,9775,Barrels/Day
1997,November,Crude Throughput,763255,Barrels/Day
1997,November,Oil Products Production,807797,Barrels/Day
1997,November,Oil Products Import,32749,Barrels/Day
1997,November,Oil Products Supply,840546,Barrels/Day
1997,November,Oil Products Consumption,716461,Barrels/Day
1997,November,Mogas Consumption,118433,Barrels/Day
1997,November,Diesel Oil Consumption,248907,Barrels/Day
1997,November,Others Consumption,349120,Barrels/Day
1997,November,Oil Products Export,162745,Barrels/Day
1997,November,Oil Products Demand,879206,Barrels/Day
1997,December,Crude Production,73460,Barrels/Day
1997,December,Crude Import,718483,Barrels/Day
1997,December,Crude Export,7967,Barrels/Day
1997,December,Crude Throughput,766213,Barrels/Day
1997,December,Oil Products Production,815055,Barrels/Day
1997,December,Oil Products Import,12318,Barrels/Day
1997,December,Oil Products Supply,827373,Barrels/Day
1997,December,Oil Products Consumption,735248,Barrels/Day
1997,December,Mogas Consumption,125800,Barrels/Day
1997,December,Diesel Oil Consumption,281739,Barrels/Day
1997,December,Others Consumption,327709,Barrels/Day
1997,December,Oil Products Export,172170,Barrels/Day
1997,December,Oil Products Demand,907419,Barrels/Day
1998,January,Crude Production,72416,Barrels/Day
1998,January,Crude Import,600193,Barrels/Day
1998,January,Crude Export,9365,Barrels/Day
1998,January,Crude Throughput,729899,Barrels/Day
1998,January,Oil Products Production,752117,Barrels/Day
1998,January,Oil Products Import,16833,Barrels/Day
1998,January,Oil Products Supply,768951,Barrels/Day
1998,January,Oil Products Consumption,725899,Barrels/Day
1998,January,Mogas Consumption,128658,Barrels/Day
1998,January,Diesel Oil Consumption,274267,Barrels/Day
1998,January,Others Consumption,322973,Barrels/Day
1998,January,Oil Products Export,111175,Barrels/Day
1998,January,Oil Products Demand,837074,Barrels/Day
1998,February,Crude Production,70427,Barrels/Day
1998,February,Crude Import,710606,Barrels/Day
1998,February,Crude Export,7140,Barrels/Day
1998,February,Crude Throughput,697162,Barrels/Day
1998,February,Oil Products Production,732940,Barrels/Day
1998,February,Oil Products Import,12480,Barrels/Day
1998,February,Oil Products Supply,745420,Barrels/Day
1998,February,Oil Products Consumption,751537,Barrels/Day
1998,February,Mogas Consumption,128006,Barrels/Day
1998,February,Diesel Oil Consumption,271945,Barrels/Day
1998,February,Others Consumption,351584,Barrels/Day
1998,February,Oil Products Export,101966,Barrels/Day
1998,February,Oil Products Demand,853504,Barrels/Day
1998,March,Crude Production,75999,Barrels/Day
1998,March,Crude Import,646004,Barrels/Day
1998,March,Crude Export,7984,Barrels/Day
1998,March,Crude Throughput,664206,Barrels/Day
1998,March,Oil Products Production,705657,Barrels/Day
1998,March,Oil Products Import,22732,Barrels/Day
1998,March,Oil Products Supply,728389,Barrels/Day
1998,March,Oil Products Consumption,763280,Barrels/Day
1998,March,Mogas Consumption,123548,Barrels/Day
1998,March,Diesel Oil Consumption,281560,Barrels/Day
1998,March,Others Consumption,358172,Barrels/Day
1998,March,Oil Products Export,64809,Barrels/Day
1998,March,Oil Products Demand,828090,Barrels/Day
1998,April,Crude Production,69232,Barrels/Day
1998,April,Crude Import,813873,Barrels/Day
1998,April,Crude Export,7209,Barrels/Day
1998,April,Crude Throughput,814439,Barrels/Day
1998,April,Oil Products Production,850139,Barrels/Day
1998,April,Oil Products Import,41733,Barrels/Day
1998,April,Oil Products Supply,891872,Barrels/Day
1998,April,Oil Products Consumption,766621,Barrels/Day
1998,April,Mogas Consumption,130614,Barrels/Day
1998,April,Diesel Oil Consumption,272748,Barrels/Day
1998,April,Others Consumption,363258,Barrels/Day
1998,April,Oil Products Export,76430,Barrels/Day
1998,April,Oil Products Demand,843051,Barrels/Day
1998,May,Crude Production,77053,Barrels/Day
1998,May,Crude Import,642360,Barrels/Day
1998,May,Crude Export,6625,Barrels/Day
1998,May,Crude Throughput,787165,Barrels/Day
1998,May,Oil Products Production,805636,Barrels/Day
1998,May,Oil Products Import,79191,Barrels/Day
1998,May,Oil Products Supply,884828,Barrels/Day
1998,May,Oil Products Consumption,769366,Barrels/Day
1998,May,Mogas Consumption,125474,Barrels/Day
1998,May,Diesel Oil Consumption,271665,Barrels/Day
1998,May,Others Consumption,372226,Barrels/Day
1998,May,Oil Products Export,88619,Barrels/Day
1998,May,Oil Products Demand,857986,Barrels/Day
1998,June,Crude Production,80924,Barrels/Day
1998,June,Crude Import,858447,Barrels/Day
1998,June,Crude Export,9139,Barrels/Day
1998,June,Crude Throughput,772936,Barrels/Day
1998,June,Oil Products Production,813828,Barrels/Day
1998,June,Oil Products Import,74152,Barrels/Day
1998,June,Oil Products Supply,887981,Barrels/Day
1998,June,Oil Products Consumption,747729,Barrels/Day
1998,June,Mogas Consumption,124462,Barrels/Day
1998,June,Diesel Oil Consumption,269995,Barrels/Day
1998,June,Others Consumption,353271,Barrels/Day
1998,June,Oil Products Export,117172,Barrels/Day
1998,June,Oil Products Demand,864901,Barrels/Day
1998,July,Crude Production,77635,Barrels/Day
1998,July,Crude Import,678477,Barrels/Day
1998,July,Crude Export,11500,Barrels/Day
1998,July,Crude Throughput,792474,Barrels/Day
1998,July,Oil Products Production,829427,Barrels/Day
1998,July,Oil Products Import,47128,Barrels/Day
1998,July,Oil Products Supply,876555,Barrels/Day
1998,July,Oil Products Consumption,714719,Barrels/Day
1998,July,Mogas Consumption,121810,Barrels/Day
1998,July,Diesel Oil Consumption,244044,Barrels/Day
1998,July,Others Consumption,348865,Barrels/Day
1998,July,Oil Products Export,143082,Barrels/Day
1998,July,Oil Products Demand,857802,Barrels/Day
1998,August,Crude Production,77590,Barrels/Day
1998,August,Crude Import,776480,Barrels/Day
1998,August,Crude Export,11855,Barrels/Day
1998,August,Crude Throughput,733636,Barrels/Day
1998,August,Oil Products Production,782712,Barrels/Day
1998,August,Oil Products Import,38216,Barrels/Day
1998,August,Oil Products Supply,820929,Barrels/Day
1998,August,Oil Products Consumption,696260,Barrels/Day
1998,August,Mogas Consumption,120654,Barrels/Day
1998,August,Diesel Oil Consumption,246272,Barrels/Day
1998,August,Others Consumption,329334,Barrels/Day
1998,August,Oil Products Export,133467,Barrels/Day
1998,August,Oil Products Demand,829728,Barrels/Day
1998,September,Crude Production,78172,Barrels/Day
1998,September,Crude Import,628539,Barrels/Day
1998,September,Crude Export,17239,Barrels/Day
1998,September,Crude Throughput,657535,Barrels/Day
1998,September,Oil Products Production,703122,Barrels/Day
1998,September,Oil Products Import,22196,Barrels/Day
1998,September,Oil Products Supply,725318,Barrels/Day
1998,September,Oil Products Consumption,704139,Barrels/Day
1998,September,Mogas Consumption,123004,Barrels/Day
1998,September,Diesel Oil Consumption,254207,Barrels/Day
1998,September,Others Consumption,326927,Barrels/Day
1998,September,Oil Products Export,97235,Barrels/Day
1998,September,Oil Products Demand,801375,Barrels/Day
1998,October,Crude Production,76573,Barrels/Day
1998,October,Crude Import,542982,Barrels/Day
1998,October,Crude Export,8211,Barrels/Day
1998,October,Crude Throughput,711718,Barrels/Day
1998,October,Oil Products Production,780636,Barrels/Day
1998,October,Oil Products Import,46169,Barrels/Day
1998,October,Oil Products Supply,826805,Barrels/Day
1998,October,Oil Products Consumption,697399,Barrels/Day
1998,October,Mogas Consumption,120165,Barrels/Day
1998,October,Diesel Oil Consumption,258577,Barrels/Day
1998,October,Others Consumption,318657,Barrels/Day
1998,October,Oil Products Export,94214,Barrels/Day
1998,October,Oil Products Demand,791613,Barrels/Day
1998,November,Crude Production,79970,Barrels/Day
1998,November,Crude Import,531622,Barrels/Day
1998,November,Crude Export,16222,Barrels/Day
1998,November,Crude Throughput,579029,Barrels/Day
1998,November,Oil Products Production,624310,Barrels/Day
1998,November,Oil Products Import,57744,Barrels/Day
1998,November,Oil Products Supply,682054,Barrels/Day
1998,November,Oil Products Consumption,699035,Barrels/Day
1998,November,Mogas Consumption,114054,Barrels/Day
1998,November,Diesel Oil Consumption,247512,Barrels/Day
1998,November,Others Consumption,337468,Barrels/Day
1998,November,Oil Products Export,49135,Barrels/Day
1998,November,Oil Products Demand,748171,Barrels/Day
1998,December,Crude Production,72787,Barrels/Day
1998,December,Crude Import,733811,Barrels/Day
1998,December,Crude Export,10855,Barrels/Day
1998,December,Crude Throughput,727225,Barrels/Day
1998,December,Oil Products Production,760649,Barrels/Day
1998,December,Oil Products Import,21278,Barrels/Day
1998,December,Oil Products Supply,781928,Barrels/Day
1998,December,Oil Products Consumption,704871,Barrels/Day
1998,December,Mogas Consumption,122218,Barrels/Day
1998,December,Diesel Oil Consumption,271510,Barrels/Day
1998,December,Others Consumption,311142,Barrels/Day
1998,December,Oil Products Export,49483,Barrels/Day
1998,December,Oil Products Demand,754354,Barrels/Day
1999,January,Crude Production,74875,Barrels/Day
1999,January,Crude Import,627745,Barrels/Day
1999,January,Crude Export,13556,Barrels/Day
1999,January,Crude Throughput,727872,Barrels/Day
1999,January,Oil Products Production,765699,Barrels/Day
1999,January,Oil Products Import,40110,Barrels/Day
1999,January,Oil Products Supply,805809,Barrels/Day
1999,January,Oil Products Consumption,702341,Barrels/Day
1999,January,Mogas Consumption,115674,Barrels/Day
1999,January,Diesel Oil Consumption,257921,Barrels/Day
1999,January,Others Consumption,328745,Barrels/Day
1999,January,Oil Products Export,130180,Barrels/Day
1999,January,Oil Products Demand,832522,Barrels/Day
1999,February,Crude Production,73439,Barrels/Day
1999,February,Crude Import,623681,Barrels/Day
1999,February,Crude Export,8680,Barrels/Day
1999,February,Crude Throughput,774748,Barrels/Day
1999,February,Oil Products Production,794199,Barrels/Day
1999,February,Oil Products Import,43991,Barrels/Day
1999,February,Oil Products Supply,838191,Barrels/Day
1999,February,Oil Products Consumption,732880,Barrels/Day
1999,February,Mogas Consumption,120194,Barrels/Day
1999,February,Diesel Oil Consumption,276700,Barrels/Day
1999,February,Others Consumption,335985,Barrels/Day
1999,February,Oil Products Export,116739,Barrels/Day
1999,February,Oil Products Demand,849620,Barrels/Day
1999,March,Crude Production,77861,Barrels/Day
1999,March,Crude Import,810221,Barrels/Day
1999,March,Crude Export,12082,Barrels/Day
1999,March,Crude Throughput,789403,Barrels/Day
1999,March,Oil Products Production,808148,Barrels/Day
1999,March,Oil Products Import,37801,Barrels/Day
1999,March,Oil Products Supply,845950,Barrels/Day
1999,March,Oil Products Consumption,764299,Barrels/Day
1999,March,Mogas Consumption,123373,Barrels/Day
1999,March,Diesel Oil Consumption,286620,Barrels/Day
1999,March,Others Consumption,354305,Barrels/Day
1999,March,Oil Products Export,140847,Barrels/Day
1999,March,Oil Products Demand,905146,Barrels/Day
1999,April,Crude Production,73337,Barrels/Day
1999,April,Crude Import,795277,Barrels/Day
1999,April,Crude Export,10765,Barrels/Day
1999,April,Crude Throughput,779404,Barrels/Day
1999,April,Oil Products Production,827562,Barrels/Day
1999,April,Oil Products Import,57800,Barrels/Day
1999,April,Oil Products Supply,885362,Barrels/Day
1999,April,Oil Products Consumption,768000,Barrels/Day
1999,April,Mogas Consumption,131186,Barrels/Day
1999,April,Diesel Oil Consumption,270118,Barrels/Day
1999,April,Others Consumption,366696,Barrels/Day
1999,April,Oil Products Export,104571,Barrels/Day
1999,April,Oil Products Demand,872572,Barrels/Day
1999,May,Crude Production,77558,Barrels/Day
1999,May,Crude Import,779333,Barrels/Day
1999,May,Crude Export,10840,Barrels/Day
1999,May,Crude Throughput,791956,Barrels/Day
1999,May,Oil Products Production,820648,Barrels/Day
1999,May,Oil Products Import,75129,Barrels/Day
1999,May,Oil Products Supply,895777,Barrels/Day
1999,May,Oil Products Consumption,769613,Barrels/Day
1999,May,Mogas Consumption,118147,Barrels/Day
1999,May,Diesel Oil Consumption,256579,Barrels/Day
1999,May,Others Consumption,394886,Barrels/Day
1999,May,Oil Products Export,127657,Barrels/Day
1999,May,Oil Products Demand,897271,Barrels/Day
1999,June,Crude Production,82013,Barrels/Day
1999,June,Crude Import,640345,Barrels/Day
1999,June,Crude Export,7598,Barrels/Day
1999,June,Crude Throughput,749069,Barrels/Day
1999,June,Oil Products Production,809315,Barrels/Day
1999,June,Oil Products Import,44834,Barrels/Day
1999,June,Oil Products Supply,854150,Barrels/Day
1999,June,Oil Products Consumption,797139,Barrels/Day
1999,June,Mogas Consumption,125829,Barrels/Day
1999,June,Diesel Oil Consumption,270021,Barrels/Day
1999,June,Others Consumption,401288,Barrels/Day
1999,June,Oil Products Export,129324,Barrels/Day
1999,June,Oil Products Demand,926463,Barrels/Day
1999,July,Crude Production,77948,Barrels/Day
1999,July,Crude Import,592842,Barrels/Day
1999,July,Crude Export,12943,Barrels/Day
1999,July,Crude Throughput,739934,Barrels/Day
1999,July,Oil Products Production,805273,Barrels/Day
1999,July,Oil Products Import,58896,Barrels/Day
1999,July,Oil Products Supply,864170,Barrels/Day
1999,July,Oil Products Consumption,810147,Barrels/Day
1999,July,Mogas Consumption,127969,Barrels/Day
1999,July,Diesel Oil Consumption,275896,Barrels/Day
1999,July,Others Consumption,406280,Barrels/Day
1999,July,Oil Products Export,116771,Barrels/Day
1999,July,Oil Products Demand,926918,Barrels/Day
1999,August,Crude Production,79636,Barrels/Day
1999,August,Crude Import,703164,Barrels/Day
1999,August,Crude Export,11526,Barrels/Day
1999,August,Crude Throughput,783269,Barrels/Day
1999,August,Oil Products Production,821044,Barrels/Day
1999,August,Oil Products Import,67890,Barrels/Day
1999,August,Oil Products Supply,888935,Barrels/Day
1999,August,Oil Products Consumption,785224,Barrels/Day
1999,August,Mogas Consumption,120041,Barrels/Day
1999,August,Diesel Oil Consumption,261374,Barrels/Day
1999,August,Others Consumption,403808,Barrels/Day
1999,August,Oil Products Export,122689,Barrels/Day
1999,August,Oil Products Demand,907913,Barrels/Day
1999,September,Crude Production,96171,Barrels/Day
1999,September,Crude Import,818494,Barrels/Day
1999,September,Crude Export,4335,Barrels/Day
1999,September,Crude Throughput,695679,Barrels/Day
1999,September,Oil Products Production,769174,Barrels/Day
1999,September,Oil Products Import,62867,Barrels/Day
1999,September,Oil Products Supply,832041,Barrels/Day
1999,September,Oil Products Consumption,774065,Barrels/Day
1999,September,Mogas Consumption,115953,Barrels/Day
